author_id,name,fields_of_study,publication_count,h_index,citation_count,avg_self_similarity,std_self_similarity
A5044565118,Z. Liu,Physics and Astronomy,1,1,22,,
A5066960516,J.K. Lee,Physics and Astronomy; Chemistry; Environmental Science,2,1,17,,
A5044368524,Patrick Sabbag,Physics and Astronomy; Engineering,1,1,1,,
A5066229240,C. Kim,Physics and Astronomy,2,1,62,0.25141,0
A5044049073,C. Park,Physics and Astronomy,1,1,42,,
A5043964249,Y. Ye,Physics and Astronomy,1,1,62,,
A5100257831,Samir Goorachurn,Physics and Astronomy,2,1,4,0.984532,0
A5100019001,Christopher Barbarie,Physics and Astronomy; Earth and Planetary Sciences; Engineering,2,1,2,0.649181,0
A5029994744,H. LIU,Mathematics; Physics and Astronomy,1,1,4,,
A5099282342,F. Boivin,Materials Science; Physics and Astronomy,2,1,3,0.992406,0
A5029922153,H. Kim,Physics and Astronomy,1,1,37,,
A5029898930,D. Charuchittipan,Physics and Astronomy,1,1,1,,
A5029809941,Hans-Ulrich Heintze,Physics and Astronomy; Chemistry,1,1,9,,
A5120361306,Natalie Woo,"Biochemistry, Genetics and Molecular Biology; Physics and Astronomy; Engineering",1,1,3,,
A5014733209,Z. Liu,Physics and Astronomy,1,1,142,,
A5014580590,D. W. L. Sprung,Physics and Astronomy,1,1,167,,
A5069658613,A. Aram,Physics and Astronomy; Engineering,4,1,5,0.528048,0.107191
A5072779196,Poupak Kermani,Medicine; Physics and Astronomy; Health Professions,3,1,1,0.859702,0.07861
A5082018619,Yvonne Ng,Physics and Astronomy; Computer Science,10,1,2,,
A5074770763,Ph. Wallace,"Physics and Astronomy; Biochemistry, Genetics and Molecular Biology",1,1,14,,
A5074637354,Y.E. Kurdi,Physics and Astronomy; Computer Science; Engineering,1,1,1,,
A5096208413,M. St. fnLaurent,Physics and Astronomy,1,1,46,,
A5096154786,V. Torres Company,Engineering; Physics and Astronomy,1,1,2,,
A5095916100,Nicolas Juncos Ljubich,"Medicine; Biochemistry, Genetics and Molecular Biology; Physics and Astronomy",1,1,1,,
A5074330400,Julian Santorelli,Engineering; Physics and Astronomy,1,1,2,,
A5074223756,X. Chen,Physics and Astronomy; Materials Science,1,1,1,,
A5074182145,Raven Comrey,Physics and Astronomy; Environmental Science,1,1,10,,
A5088278898,F. Fattouh,Engineering; Physics and Astronomy,1,1,4,,
A5043767488,Garance Gougeon,Materials Science; Physics and Astronomy,1,1,4,,
A5019777010,S. Kelly Sears,Physics and Astronomy; Engineering; Medicine,3,1,36,,
A5088182094,A P Morris,Physics and Astronomy; Materials Science,1,1,7,,
A5019609707,Jake Elituv,Physics and Astronomy,3,1,3,0.89158,0.060156
A5043476676,C. Despins,Engineering; Materials Science; Physics and Astronomy,1,1,1,,
A5088048152,H. Kim,Physics and Astronomy,1,1,12,,
A5058991618,Simon Szatmari,Physics and Astronomy; Mathematics,1,1,2,,
A5058953301,W. H. Friend,Physics and Astronomy; Engineering,1,1,13,,
A5097357870,Marco Mignacca,Computer Science; Engineering; Physics and Astronomy,2,1,3,0.998248,0
A5097257880,J. O. Str�m-Olsen,Physics and Astronomy; Materials Science; Engineering,2,1,13,,
A5096893022,Cassandra Diggiss,Neuroscience; Physics and Astronomy; Psychology,2,1,1,0.95152,0
A5064673708,X. Liu,Engineering; Physics and Astronomy; Chemistry,2,1,6,,
A5034839665,Sabrina Côté Maldonado,Physics and Astronomy; Computer Science; Medicine,2,1,2,0.967152,0
A5013798098,E. Del Campo,Physics and Astronomy; Medicine,1,1,17,,
A5034592106,Jessica Pawly,Nursing; Physics and Astronomy; Environmental Science,2,1,4,0.98788,0
A5034573437,Roberto Carlos Sotero Diaz,Neuroscience; Computer Science; Physics and Astronomy,2,1,1,,
A5034573363,A. B. Pearlman,Physics and Astronomy,2,1,50,,
A5013752171,Y. Ye,Physics and Astronomy,1,1,6,,
A5029404997,Oubai El Kerdi,Earth and Planetary Sciences; Physics and Astronomy; Engineering,1,1,42,,
A5034336972,N. Roy,Environmental Science; Physics and Astronomy; Health Professions,2,1,2,,
A5013581818,H. Kim,Physics and Astronomy,1,1,12,,
A5029246749,J. K. P. Lee,Physics and Astronomy,1,1,6,,
A5013545819,A.N. Ramamoorthy,Physics and Astronomy; Engineering; Materials Science,1,1,1,,
A5029224331,Martin J. Zuchkermann,Materials Science; Physics and Astronomy; Chemistry,1,1,4,,
A5013507102,Moonseok Kim,Physics and Astronomy; Engineering; Computer Science,1,1,1,,
A5033967454,Dan Vernon,"Materials Science; Biochemistry, Genetics and Molecular Biology; Physics and Astronomy",2,1,15,,
A5073860190,R. Lumbo,Physics and Astronomy; Chemistry,1,1,14,,
A5073823299,G. Wang,Physics and Astronomy,1,1,128,,
A5073720577,Maurice C-K.,Engineering; Physics and Astronomy,1,1,3,,
A5073421207,Hélène Seller,Materials Science; Engineering; Physics and Astronomy,1,1,1,,
A5073393284,D. R. Budgell,Materials Science; Physics and Astronomy; Chemistry,1,1,3,,
A5071897009,Ioulia Kvasnikova,Physics and Astronomy,3,1,21,0.550838,0
A5004508999,Ben Landon,Physics and Astronomy; Engineering; Computer Science,2,1,4,,
A5015957882,G. Wang,Physics and Astronomy; Neuroscience; Engineering,3,1,174,0.236154,0.18907
A5108920299,Dominic Blanco,"Computer Science; Biochemistry, Genetics and Molecular Biology; Physics and Astronomy",5,1,1,0.546863,0.268692
A5000021170,M G Drouett,Engineering; Physics and Astronomy,1,1,45,,
A5003834964,Zhao Wang,"Biochemistry, Genetics and Molecular Biology; Computer Science; Physics and Astronomy",2,1,16,,
A5014351984,Taylor Dibblee-Barkman,Physics and Astronomy; Engineering,3,1,184,0.701261,0.195666
A5063318916,Kelly Chan,Physics and Astronomy; Engineering; Social Sciences,2,1,10,,
A5028915610,S. Boelen,Physics and Astronomy; Medicine,1,1,4,,
A5028912305,Y.-C. Chen,Physics and Astronomy; Engineering,1,1,14,,
A5028764151,Michael Hayatian,Physics and Astronomy; Engineering,1,1,1,,
A5028394052,X. Chen,Physics and Astronomy; Materials Science,1,1,11,,
A5028319010,Wasim Firdaus Lashkor,"Engineering; Physics and Astronomy; Biochemistry, Genetics and Molecular Biology",1,1,1,,
A5033025508,C. Park,Physics and Astronomy,2,1,82,1,0
A5032412667,S. Pecknold,"Earth and Planetary Sciences; Physics and Astronomy; Economics, Econometrics and Finance",2,1,7,0.596759,0
A5114425299,Sandhya Rottoo,Physics and Astronomy; Medicine,6,1,4,0.451939,0.132888
A5106492571,Polina Blinova,Physics and Astronomy; Engineering,5,1,1,0.931466,0.050448
A5084598118,Bayar Goswami,Physics and Astronomy; Social Sciences; Environmental Science,7,1,14,0.615865,0.182231
A5058304928,J.H. Gagnon,Physics and Astronomy; Medicine,1,1,5,,
A5073322382,A.G. Grier,Physics and Astronomy; Materials Science; Engineering,1,1,7,,
A5058242662,Yayha Agha Khani,Neuroscience; Medicine; Physics and Astronomy,1,1,201,,
A5083430210,Calista Biondic,Physics and Astronomy; Decision Sciences; Engineering,7,1,4,0.612934,0.191874
A5002731219,S. C. Nowicki,Physics and Astronomy; Chemistry; Environmental Science,2,1,3,0.449828,0
A5031179979,Jeanne Brown,Psychology; Social Sciences; Physics and Astronomy,8,1,74,0.649437,0.160104
A5073085527,Z. Liu,Physics and Astronomy,1,1,57,,
A5073008832,G. Pilar,Physics and Astronomy; Engineering,1,1,13,,
A5072911283,Chris Lemay,Computer Science; Neuroscience; Physics and Astronomy,1,1,105,,
A5057710080,H. Kim,Physics and Astronomy,1,1,17,,
A5057640199,H. S. Kim,Physics and Astronomy,1,1,6,,
A5028097964,W Feindel,Medicine; Physics and Astronomy,1,1,4,,
A5028063887,C. Park,Physics and Astronomy,1,1,279,,
A5028060778,T. Difeo,Physics and Astronomy; Environmental Science; Chemistry,1,1,19,,
A5027752777,O. Salehdzadeh,Physics and Astronomy; Materials Science; Computer Science,1,1,1,,
A5109543696,Michael Lindner-D'Addario,Materials Science; Physics and Astronomy; Engineering,1,1,6,,
A5062130370,Burian Carew,Engineering; Computer Science; Physics and Astronomy,2,1,153,,
A5031854116,M. Liu,Medicine; Physics and Astronomy; Neuroscience,2,1,3,0.317324,0
A5012998131,Z. Liu,Physics and Astronomy,1,1,11,,
A5111352897,Morgan J. Maher,Physics and Astronomy; Engineering,6,1,6,0.561076,0.011845
A5087692221,John A.G. Dick,Physics and Astronomy; Environmental Science; Engineering,1,1,76,,
A5110851004,Dmytro Yakymenko,Physics and Astronomy,1,1,2,,
A5042998553,Soroush Aghigh,"Biochemistry, Genetics and Molecular Biology; Physics and Astronomy",1,1,6,,
A5043024924,M. Csorgo,Mathematics; Computer Science; Physics and Astronomy,1,1,2,,
A5110774172,Liette Lapointe,Physics and Astronomy,1,1,24,,
A5057309050,H.R. Laksen,Physics and Astronomy; Engineering,1,1,62,,
A5072269630,Y. Ye,Physics and Astronomy,1,1,27,,
A5093751351,Rouzbeh Modarresi-Yazdi,Physics and Astronomy,5,1,18,0.694429,0.142408
A5057222510,S. Varma,Physics and Astronomy,1,1,1,,
A5093232017,Kayla O'Sullivan‐Steben,Physics and Astronomy; Computer Science; Medicine,5,1,5,0.500909,0.141713
A5042710625,Maxim Skorobogatyy,Physics and Astronomy,1,1,2,,
A5027255206,Artem Kalmykov,Mathematics; Physics and Astronomy,8,1,3,0.683857,0.11235
A5061670901,Omar Alaryani,Physics and Astronomy,2,1,81,,
A5061569485,Dasen Ye,Physics and Astronomy; Mathematics,2,1,2,0.992133,0
A5027198430,P. Sciascia,Physics and Astronomy; Medicine,1,1,5,,
A5027183633,Stephen Amsel,Physics and Astronomy,1,1,50,,
A5125911357,A. Ross Otto,Neuroscience; Physics and Astronomy; Earth and Planetary Sciences,2,1,1,,
A5027026570,C. Mangin,Physics and Astronomy,1,1,1,,
A5027004554,C.J. Thompson,Medicine; Physics and Astronomy,1,1,2,,
A5060768300,Yoshihiko Ngai,Materials Science; Physics and Astronomy; Engineering,2,1,3,0.268982,0
A5093588787,Victoria Ros,Neuroscience; Medicine; Physics and Astronomy,2,1,14,,
A5093577350,Gebrehiwot Zewedi,Engineering; Physics and Astronomy,2,1,4,0.841704,0
A5030732277,Ron Belyansky,Physics and Astronomy; Chemical Engineering,2,1,10,0.990233,0
A5030584762,Jean-Claude. Anctil,Physics and Astronomy; Medicine,2,1,40,0.831102,0
A5030034217,D Cortés-Poza,Physics and Astronomy; Engineering,2,1,1,0.520405,0
A5029937182,R Ethier,Medicine; Physics and Astronomy,2,1,4,,
A5029888854,J.K.P. Lee,Engineering; Medicine; Physics and Astronomy,2,1,7,,
A5086717474,T. Zold,Materials Science; Engineering; Physics and Astronomy,1,0,0,,
A5012246753,C. Chambers,Physics and Astronomy,1,0,0,,
A5012222259,S.M. Taylor,"Physics and Astronomy; Biochemistry, Genetics and Molecular Biology",1,0,0,,
A5124907300,Lei Wu,Neuroscience; Physics and Astronomy; Medicine,2,0,0,,
A5128993954,Yan Su,Physics and Astronomy; Engineering; Energy,3,0,0,0.343451,0.122161
A5048253483,B. Haddadin,Engineering; Physics and Astronomy,1,0,0,,
A5123886308,Udunna Anazodo,Physics and Astronomy; Computer Science; Medicine,2,0,0,,
A5123765425,Oliver Guy,Physics and Astronomy; Computer Science; Psychology,2,0,0,0.16812,0
A5123592513,Shayan Hajhashemi,"Biochemistry, Genetics and Molecular Biology; Physics and Astronomy; Mathematics",3,0,0,0.711879,0.203733
A5123519110,Peter Watson,Physics and Astronomy; Medicine; Agricultural and Biological Sciences,3,0,0,1,0
A5047982556,Qian Yong-Geng,Physics and Astronomy,1,0,0,,
A5060317835,Kelly Lepo,Physics and Astronomy; Medicine; Computer Science,2,0,0,,
A5026254400,Emilia Barbisan,Physics and Astronomy,1,0,0,,
A5092972858,Tanner Connel,Medicine; Physics and Astronomy,2,0,0,,
A5124971394,Yazmin Purdon,Physics and Astronomy; Engineering,1,0,0,,
A5124928714,Carolyn M. Pethrick,Engineering; Physics and Astronomy,1,0,0,,
A5124880015,Séamus Kaip,Physics and Astronomy; Engineering,1,0,0,,
A5124871049,M. A. Dobbs,Physics and Astronomy,1,0,0,,
A5028254311,Travis Miller,Materials Science; Physics and Astronomy,2,0,0,,
A5124845959,Shirin A Enger,Medicine; Physics and Astronomy,1,0,0,,
A5056478563,F. Li,Physics and Astronomy; Engineering; Materials Science,1,0,0,,
A5104198436,Victor D. Martinez,Physics and Astronomy; Medicine,1,0,0,,
A5120637396,Reishi Maeta,Computer Science; Physics and Astronomy; Mathematics,3,0,0,0.671256,0.232457
A5120415561,Stefan-Michael Wedenig,Social Sciences; Physics and Astronomy,3,0,0,,
A5041632222,SANNU MOELDER,Physics and Astronomy; Engineering,1,0,0,,
A5085940503,J. De Guzman,Physics and Astronomy; Engineering,1,0,0,,
A5041465976,J. K. P. Lee,Physics and Astronomy; Chemistry; Engineering,1,0,0,,
A5025739733,Edwis Richard,Physics and Astronomy; Engineering; Computer Science,1,0,0,,
A5070240483,D Milroy,Physics and Astronomy; Medicine; Engineering,3,0,0,0.6575,0.166654
A5123179707,Judith Jahnke,Physics and Astronomy; Social Sciences; Environmental Science,2,0,0,,
A5091536537,M. David,Computer Science; Physics and Astronomy; Health Professions,2,0,0,0.999709,0
A5122152658,R. Brandenberger,Physics and Astronomy,2,0,0,0.751433,0
A5121958556,B. Nicolas Cowan,Physics and Astronomy,2,0,0,0.582958,0
A5121625154,Moishe Liberman,"Medicine; Physics and Astronomy; Pharmacology, Toxicology and Pharmaceutics",2,0,0,,
A5124764541,J. Montgomery,Physics and Astronomy,1,0,0,,
A5104006071,Kuan-Wei Chen,Physics and Astronomy; Medicine,1,0,0,,
A5103819159,J.D. Atkinson,Medicine; Physics and Astronomy,1,0,0,,
A5055553059,D.V. Plant,Engineering; Physics and Astronomy,1,0,0,,
A5070514297,FA A Kingdom,Neuroscience; Physics and Astronomy; Psychology,1,0,0,,
A5055354374,A.P. Coutogouris,Physics and Astronomy,1,0,0,,
A5085268813,C. Cortis,Physics and Astronomy; Computer Science,1,0,0,,
A5041237874,Brian Seivewright,Engineering; Physics and Astronomy; Chemical Engineering,1,0,0,,
A5120738491,Rohan Moola,Materials Science; Physics and Astronomy,2,0,0,,
A5119889493,Nicolas Desjardins-Proulx,Engineering; Medicine; Physics and Astronomy,2,0,0,0.945121,0
A5040867512,S. Saqqa,Engineering; Physics and Astronomy,1,0,0,,
A5124376599,K Lindsay,Medicine; Physics and Astronomy,1,0,0,,
A5124290628,X. Li,Physics and Astronomy,1,0,0,,
A5124234351,Shaun Lovejoy,"Earth and Planetary Sciences; Physics and Astronomy; Economics, Econometrics and Finance",1,0,0,,
A5124198317,J. Montgomery,Physics and Astronomy,1,0,0,,
A5124186048,A. Warburton,Physics and Astronomy,1,0,0,,
A5124178052,H. El Jarrari,Physics and Astronomy,1,0,0,,
A5124175315,M. A. Dobbs,Physics and Astronomy,1,0,0,,
A5124172147,C. Nelson,Physics and Astronomy,1,0,0,,
A5113573514,Chas. A. Carus-Wilson,Engineering; Materials Science; Physics and Astronomy,3,0,0,,
A5103630779,Tianju Gu,Physics and Astronomy; Materials Science; Engineering,1,0,0,,
A5040565965,J. K. P. Lee,Physics and Astronomy,1,0,0,,
A5119146596,Nicolas Bosteels,Engineering; Physics and Astronomy; Computer Science,2,0,0,0.921476,0
A5040436087,X. M. Du,Engineering; Physics and Astronomy; Materials Science,1,0,0,,
A5025669517,C. Lhérisson,"Physics and Astronomy; Biochemistry, Genetics and Molecular Biology",2,0,0,,
A5118790706,Leonie Baumann,Computer Science; Physics and Astronomy; Decision Sciences,2,0,0,,
A5124161411,F. Corriveau,Physics and Astronomy,1,0,0,,
A5069946332,Natalya Nicholson,Engineering; Physics and Astronomy; Chemistry,1,0,0,,
A5124127198,Raphaël Hulsken,Physics and Astronomy; Engineering,1,0,0,,
A5116619267,Svitlana Malashevych,Environmental Science; Physics and Astronomy,1,0,0,,
A5057608073,S. O. Rapagna,Health Professions; Neuroscience; Physics and Astronomy,2,0,0,1,0
A5093129982,Caelan Atamanchuk,Physics and Astronomy; Mathematics; Computer Science,11,0,0,0.608147,0.12215
A5084328293,F. H. Pitcher,Physics and Astronomy; Engineering; Materials Science,1,0,0,,
A5063800380,Joel Phillips,Engineering; Physics and Astronomy,3,0,0,0.079181,0
A5063580534,B.U. Nguyen,Physics and Astronomy; Computer Science,3,0,0,0.549844,0
A5056075493,Jinghao Qiao,Engineering; Materials Science; Physics and Astronomy,2,0,0,0.67969,0
A5005155358,Clara Wang,Neuroscience; Physics and Astronomy; Engineering,3,0,0,0.324849,0.189263
A5004104719,Aqueel Shahid,Medicine; Physics and Astronomy,3,0,0,0.668791,0
A5008845561,Bernat Puigdomènech,Environmental Science; Physics and Astronomy,1,0,0,,
A5083726529,Susan L Willshire,"Physics and Astronomy; Business, Management and Accounting; Social Sciences",1,0,0,,
A5083637779,J CRAWFORD,Physics and Astronomy,1,0,0,,
A5110619362,Ralph O. Jr. Moyer,Physics and Astronomy; Materials Science; Chemical Engineering,3,0,0,0.42803,0.209441
A5039320580,M. Rochefort,Computer Science; Physics and Astronomy,1,0,0,,
A5095096283,Pierre Khoury,Medicine; Physics and Astronomy; Engineering,1,0,0,,
A5095096282,Chloe Jacquet,Medicine; Physics and Astronomy; Engineering,1,0,0,,
A5069051578,J. Duquette,Engineering; Physics and Astronomy,1,0,0,,
A5116097445,Arnold Agaba,"Physics and Astronomy; Environmental Science; Economics, Econometrics and Finance",2,0,0,,
A5039149003,J.-S. Bolduc,Engineering; Physics and Astronomy; Computer Science,1,0,0,,
A5115763544,Hadi Choubdar Parvin,Physics and Astronomy; Neuroscience; Computer Science,2,0,0,,
A5123716275,Katrina Poulin,Physics and Astronomy; Engineering,1,0,0,,
A5054378976,William Galley,Physics and Astronomy; Engineering; Computer Science,2,0,0,,
A5043525271,S Lee,Physics and Astronomy; Medicine; Engineering,4,0,0,0.479354,0.178049
A5069061472,P.C. Watson,Engineering; Physics and Astronomy,6,0,0,0.270194,0
A5042539204,Bob Rutledge,Physics and Astronomy; Chemistry; Earth and Planetary Sciences,4,0,0,,
A5068131340,Laurent René de Cotret,Engineering; Materials Science; Physics and Astronomy,6,0,0,0.511278,0.038006
A5041974326,G. Li,Physics and Astronomy; Decision Sciences; Chemistry,4,0,0,,
A5038914309,R. Clancy,Medicine; Physics and Astronomy,1,0,0,,
A5094935364,Mr Shipley,Physics and Astronomy,1,0,0,,
A5101329309,Xingbo Huang,Medicine; Physics and Astronomy; Engineering,1,0,0,,
A5038491263,P. Neilsen,Engineering; Physics and Astronomy,1,0,0,,
A5068734674,G. S. Denicol,Physics and Astronomy,1,0,0,,
A5068719126,Jean-Philippe Drouin-Bouffard,Physics and Astronomy; Engineering,1,0,0,,
A5054237103,M. Peyrow,Physics and Astronomy; Engineering,1,0,0,,
A5113994062,Kevin E. M. Church,Physics and Astronomy; Mathematics; Engineering,2,0,0,,
A5068102819,Maya Kaczorowski,Physics and Astronomy; Computer Science,1,0,0,,
A5123536684,A. Chokshi,Engineering; Physics and Astronomy,1,0,0,,
A5123535240,J. Sievers,Engineering; Physics and Astronomy,1,0,0,,
A5123515317,D. Wulf,Engineering; Physics and Astronomy,1,0,0,,
A5123504790,A. Lasinski,Engineering; Physics and Astronomy,1,0,0,,
A5123269852,Félix St-Amour,Environmental Science; Physics and Astronomy; Earth and Planetary Sciences,4,0,0,0.328292,0.302146
A5122797379,Z. Li,Physics and Astronomy,4,0,0,,
A5121482038,Z. Li,Physics and Astronomy,4,0,0,,
A5023338381,M. Belleau,Medicine; Physics and Astronomy; Engineering,1,0,0,,
A5101064203,Shaunak Sinha,Physics and Astronomy; Engineering,1,0,0,,
A5129430849,S. O'Brien,Physics and Astronomy,1,0,0,,
A5129403102,K. Ragan,Physics and Astronomy,1,0,0,,
A5129390512,H. Cynthia Chiang,Environmental Science; Physics and Astronomy; Earth and Planetary Sciences,1,0,0,,
A5129381708,Jamie Cox,Environmental Science; Physics and Astronomy; Earth and Planetary Sciences,1,0,0,,
A5129232464,Robert Wisnovsky,Social Sciences; Arts and Humanities; Physics and Astronomy,1,0,0,,
A5129062497,Zaki Nasreddine,Materials Science; Physics and Astronomy; Engineering,1,0,0,,
A5022860649,C GALE,Physics and Astronomy,1,0,0,,
A5109654716,Jake Reid,Physics and Astronomy; Engineering; Medicine,3,0,0,,
A5109556766,Songrui Zhao,"Physics and Astronomy; Biochemistry, Genetics and Molecular Biology; Engineering",3,0,0,0.307501,0.189331
A5022486730,V. Seshadri,"Medicine; Physics and Astronomy; Biochemistry, Genetics and Molecular Biology",1,0,0,,
A5022483215,P. Sinha,Physics and Astronomy; Engineering,1,0,0,,
A5114654046,Arianna Lasinski,Physics and Astronomy; Engineering,1,0,0,,
A5128917976,X. Wu,Physics and Astronomy,1,0,0,,
A5112589007,Brendan Macdonald,Physics and Astronomy; Engineering; Social Sciences,2,0,0,,
A5128913660,Ruiqi Chen,Physics and Astronomy,1,0,0,,
A5128897847,A. Kumar,Physics and Astronomy,1,0,0,,
A5037558733,Andrea J Harrington,Physics and Astronomy; Social Sciences; Engineering,4,0,0,0.169634,0
A5022062904,C.J. Thompson,Medicine; Physics and Astronomy,1,0,0,,
A5020459081,Daria Gipsman,Computer Science; Engineering; Physics and Astronomy,2,0,0,0.780024,0
A5123286684,James Manalad,Physics and Astronomy; Medicine,1,0,0,,
